news_id	date	text
114	2019-03-21T06:09:31	Malawi Red Cross Society has urged the country to invest more in building the capacity of local communities to be able to stand against effects of disasters when they occur.Coordinator for Red Cross in Phalombe district, Francis Liyati made the call when theyd istributed relief items to flood victims camping at Matawa Primary School in the district.Red Cross was the first partner to respond to calls for assistance to flood victims in Phalombe after the district was hit by floods.In his address to the affected communities, Liyati encouraged them to start planning on resettling in their communities since rains have stopped.He said: “We as government’s partners in development are not happy to see you in this situation, and we would like you to go back to your lives as soon as possible. Much as we understand that you have lost all you had but with the little assistance that you are getting you should start planning of going back and resettling."Liyati added that with the changes in climate it is expected that disaster may be here to stay as such thatgovernment and its partners should put efforts on building the capacity of citizens both economically and in knowledge so that they could be able to bounce back after disasters.Out of the 159 households that were camping at Matawa, approximately 50 had started reconstructing grass houses for them to move back to their villages.In an interview, one of the inhabitants of Matawa Camp, Lucy Nkhata 68, of KalindeVillage concurred with Liyati saying some of the houses that fell due to heavy rains in her village were too weak to withstand the rains.“I want to try and find enough resources so that I can build a house that can still stand even after getting soaked by rains for a long time," she said.A report by Phalombe District Council on the outcomes of the disaster indicated that a good population of houses fell down due to soaking alongside being washed away.Meanwhile, the Red Cross Malawi Society has assisted approximately 1,500 households in the areas of Traditional Authority (TA) Jenala and Kaduya where many people have been affected by the floods Sharing is caring!
115	2019-03-13T07:35:11	President Peter Mutharika  on Tuesday  started visiting areas affected by floods that have rendered about 114 000 people in about 10 districts in the country destitute and has assured people wthat government would do everything it could to ensure that they have all the necessary humanitarian support required.Mutharika said he was concerned with the disaster that befell the country due to heavy and continuous rains from March 5-8, 2019 resulting into loss of life, property and homes.“I know how devastating this has been to you all and I feel the pain together with you," said Mutharika. “I would like to ensure you that government will take care of all your needs and nobody is going to die of hunger while I am the president of this country," the President pointed out.He said government would strive to ensure that the displaced people were given enough support to rebuild their homes and lives.Mutharika urged the affected households not to be despondent, saying all the suffering would come to an end one day and that life would be normal again.Before his address to the people outside the camp, the Malawi leader called for a minute of silence in honour of five people, among them a man, children and women, who died in the district either due to flooding rivers or falling houses during the current disaster.According to Mangochi District Commissioner (DC), Rev. Moses Chimphepo, besides the five who died; over 15, 600 people have been affected in the district in 10 Traditional Authorities (TAs).“We have had four bridges on Makanjira Road damaged due to flooding rivers and some bridges on Malombe Road and in the area of TA Katuli have been damaged," he explained.The DC added that, “We have six camps, altogether and as I speak now Malawi Red Cross Society is looking after two camps, providing all the needed support while the council, with the support from DoDMA is looking after the other camps," he added.Senior Chief Chimwala thanked the President for visiting the flood-affected people in the camps to share the grief people were going through after losing their homes, food, property and at worst, loved ones.He said Mutharika has demonstrated fatherly love and that the people of Mangochi shall forever be grateful to the gesture.Meanwhile, the displaced people have been provided with food, blankets, nets and other necessities to make their lives comfortable as they await to rebuild their homes Sharing is caring!
116	2019-04-09T06:41:04	Malawi is still food secure depite natural disasters which hit the country as the crop production estimates project a 3555 000 metric tonnes (MT) maize surplus, according to figures from Ministry  of Agriculture, Irrigation and Water Development.Floods hit the country – following the Cyclone Idai – sweeping a lot of crops especially maize.Speaking during a news conference in Lilongwe,  Minister of Agriculture Irrigation and Water development Joseph Mwanamveka said despite the devastating floods, Malawi will still harvest 2 697 959 MT of maize.“Nevertheless, when the floods happened, crops in most affected areas  were at an advanced development stage. Hence the crops were only submerged in the waters and the loss was minimal," said Mwanamveka.Malawi government recently projected a maize surplus of 300 000 metric tonnes this year with first round crop estimates indicate that Malawi will harvest 3.3 million metric tonnes of maize in 2018/19.The harvest is up from the final estimate of 2.6 million metric tonnes in 2017/18, attributed to the Farm Input Subsidy Programme (Fisp) despite the initiative not yielding similar results in recent years.The minister said the increases were made possible due to Fisp, in particular the increase in the number of beneficiaries from 900 000 in 2017/18 to one million in the 2018/19 farming season.Mwanamveka said there is no cause for panic with the recent floods because the country is still registering the surplus maize.The minister also attributed the projected maize surplus to good rains which enabled a good crop in maize and other crops.“You may all agree with me that this season has generally been favourable  for crop production. Cumulative rainfall performance for most parts of the country has been good this season as compared to last season. Most parts of Malawi received, and continue to receive well distributed rainfall. On average, most areas received between 400-800mm of rainfall, representing average to above average rainfall amounts," he said.Agriculture is the backbone of the country’s economy and vital for the livelihoods of most Malawians, including national and household food security.The sector generates around a third of the country’s gross domestic product (GDP), accounts for 65 percent of employment and wires in around 60 percent of export earnings.During the news conference, Mwanamveka announced that Malawi will harvest 112 313 metric tonnes of rice.Agriculture is also critical for Malawi’s trade. While balance of trade for agricultural products is positive, the country faces a large overall trade deficit importing more than twice its exports.While crops dominate the agricultural sector accounting for 17 percent of GDP followed by forestry at nine percent, production is concentrated on one main food crop (maize) and one main cash crop (tobacco).Maize is by far the most dominant crop grown by almost every farmer in Malawi and accounting for about 50 percent of the entire planted area.As the main source of food, maize has been at the centre of agricultural policies and public expenditures for decades. At the same time, the maize-centred approach to food security has contributed to a limited dietary diversity at household and national levels such that only 25 percent of the population are able to meet the dietary diversity Sharing is caring!
117	2019-03-12T22:53:07	The Department of Disaster Management Affairs (DoDMA) has confirmed to have recorded 45 deaths and 577 injuries as of Monday 11th March 2019 as a result of floods in some parts other country.The deparent also revealed that wo people have been reported missing.By Monday, the floods had affected about 147,958 households (approximately 739,790 people) with 15,185 households displaced.It is reported that most of the displaced families are living in camps and in their relations’ houses.So far, a total of 187 camps have been established in the affected districts.Meanwhile, there is an ongoing assessments to establish the extent of damage in all the 14 affected districts.DoDMA has since admitted that due to heavy flooding of many areas in the Lower Shire, it is becoming a nightmare to reach most of the affected communities by roads.However, DoDMA together with various humanitarian partners is working tirelessly to reach out to all affected people with relief items and social services, at all costs.Choppers are being used in the Lower Shire to ferry relief items in hard-to-reach areas, as well as ferrying the sick from hard to reach areas for medical attention in nearby health facilities.On Friday, Malawian President Peter Mutharika declared a State of Emergency in the areas hit hardest by the rains and flooding, which followed the formation of a “tropical disturbance" over the Mozambique Channel earlier in the week.Mutharika directed emergency relief services to be coordinated immediately and also ordered Malawi’s army to assist those trapped and displaced.The World Food Programme (WFP) has deployed two boats to accompany the assessment and response; the UN Childrens’ Fund (UNICEF) is providing drones; and the UN Food and Agriculture Organisation (FAO), in collaboration with the WFP, is supporting mapping using satellite imagery Sharing is caring!
118	2019-02-07T14:09:45	Principal Secretary for the Ministry of Homeland Security, Sam Madula has faulted Malawians building in disaster-prone areas, saying their resistance to move to safer grounds costs the country unnecessary loss of lives and property.Madula made the assertion recently in Mangochi at the opening of a five – day disaster resilience leadership training for directors and senior officers from various government ministries, departments and agencies.He said one of the reasons the country continues to register disasters caused by floods and other adverse weather conditions is because some people in the country were adamant and do not heed caution.“The culture of resistance is becoming a big challenge that is costing government a lot of money as people do not heed advice; why should we have floods damaging houses and people’s property in the same places every year?" wondered Madula.“We have people building houses on top of Soche Hill in Blantyre; we have people building right in the river course in Mtandire, Lilongwe and some who refuse to move to upland down in Lower Shire – yet, when disaster strikes it is government that bears the brunt of ensuring that the affected people are assisted," said Madula.Madula, therefore, called upon traditional and religious leaders and non – governmental organizations to join government’s efforts in sensitizing people to avoid settling in disaster-prone areas.He also urged the media fraternity to sensitize the public through both electronic and print to keep people away from avoidable disaster that may cost lives and property.The five-day training is being facilitated by experts from Asian Disaster Preparedness Centre (ADPC), a regional non-profit making foundation based in Bangkok, Thailand and deals with building resilience of people and institutions affected by disasters.ADPC Deputy Executive Director, Aslam Perwais said in an interview with Malawi News Agency (Mana) that his team was ready to equip government senior officers with the technical know-how on disaster preparedness.“In Malawi you have a vibrant human resource base and what’s required is to build its capacity and activate it for action," said Perwais, adding that the training would also help government report well on disaster issues.The training follows the post-disaster assessment that the World Bank conducted following the 2015 floods which displaced over 230,000 people and left at least 175 people dead.The assessment identified gaps, which according to the World Bank’s Senior Disaster Risk Management Specialist, Francis Mkoka, include need for training of all structures that deal with disasters from the top to the ground.“These trainings will continue. Some will even be longer and we want the knowledge to cascade down to the civil protection committees dealing with disasters at community level," Mkoka said.Mkoka added that after training senior government officers, the ADPC experts would also train technicians from all government ministries, departments and agencies before taking the training to the academia where short courses on the subject matter will be introduced Sharing is caring!
119	2019-03-13T06:49:49	The Malawi Electoral Commission (MEC) has admitted that being an elections period, floods occurring in some parts of the the country have greatly affected its operations.The development has therefore forced the Commission to reschedule the dates for holding the vetting exercise in the affected councils.A statement released on Tuesday revealed that the exercise failed to take place in three districts.“The Commission failed to conduct ballot paper vetting exercise in Mwanza, Chikwawa and Nsanje because candidates could not manage to travel from their various places to  the council offices," the statement reads.Considering the fact that the floods have displaced many people and  damaged their household items, the commission acknowledges that some people have lost their voter certificates during the disaster.But the commission has assured all affected Malawians that this could not be a cause for worry as they will still be able to cast their votes.“The Commission would like  to assure all of them that they will be able to vote without a voter certificate as long as they registered as voters.“The Commission will also be working closely with all councils to establish whether infrastructures designated as voting centres have been damaged by the floods" reads part of the statement.MEC has further promised to provide tents for shelter during voting to the flood affected areas.Meanwhile, as a way of averting the impact of climate change, the Commission is joining all stakeholders in calling on the general public to avoid deforestration and has since strongly encouraged the general public to plant more trees in their communities Sharing is caring!
120	2019-02-19T05:16:41	The Department of Climate Change and Meteorological Services (DCCMS) says most areas across the country’s regions are likely to experience a wave of scattered to widespread rains with thunderstorms starting from the south, Monday 18, which would progress northwards for the rest of the week days.In a statement issued on Sunday, Director of DCCMS, Jolamu Nkhokwe said the rains would be locally heavy over the southern and central regions.“This is due to the passage of Inter-Tropical Convergence Zone boosted by heating during sunny intervals and lifting of airflow over high ground.“A significant reduction of rainfall activities is expected to follow on Friday over the south," he stated.Nkhokwe said the expected rainfall would cause localized disruption of outdoor activities across the country.“People are therefore advised to continue taking preventive measures such as being indoors, avoiding playing on an open ground, seeking shelter under trees, moving in rains and physical interaction with electrical appliances whenever thunderstorms occur within the vicinity to avoid being struck by lightning and being electrocuted.“Motorists, particularly on earth roads should slow down at the sign of rain as the road surfaces become more muddy and slippery due to loss of friction during and after rainfall. At night and morning hours, they should exercise caution due to reduced visibility caused by the occurrence of fog in prone areas," Nkhokwe said.Nkhokwe added that with climate change, disasters such as floods and dry spells due to heavy and lack of rainfall respectively, are now becoming most frequent and wide-spread in the country.“The public is thus encouraged to plant and manage more trees to enhance reduction of future disasters and preserve soil.“The grown trees will later act as wind breaks during strong winds. Also, the trees will help in bringing more rain by adding more moisture to the already existing moisture in the atmosphere," he said.Nkhokwe said DCCMS was closely monitoring weather developments including tropical cyclone formation in the Indian Ocean which could directly or indirectly affect weather over the country Sharing is caring!
121	2019-01-22T11:31:56	Weather experts are warning of severely weather in most parts in the southern region which will lead to heavy flooding in some areas.Director of Climate Change and Meteorological Department Jolam Nkhokwe has said continuous rains are expected in the south from today, Tuesday.“This will cause heavy flooding. This is so because the soil is soft because we are coming from another continuous two week rains," he said.Nkhokwe therefore asked people to move upland, saying low lying areas can be devastating and asked people to avoid crossing flooded rivers.This is a third warning since the onset of the rainy season December.Nkhokwe said heavy rains accompanied by strong winds are expected  due to a deep and wide low pressure system in the Mozambique Channel which has strengthened and therefore been named Tropical storm ‘Desmond’ while located near Quelimane north of Beira in Mozambique, which is 390 kilometres away from southern Malawi border in Nsanje.“By 14:00 hours on Monday, January 21, 2019, the Tropical Storm was on its way to make a landfall over Mozambique, while dumping heavy rains overland including southern Malawi. The storm is expected to weaken by Wednesday, January 23, 2019," he stated.Nkhokwe cautioned that the anticipated heavy rains could cause floods including flash floods in prone areas.“We are appealing to the public to secure their property and lives as well as take precautionary measures like  moving to higher grounds when water levels have started rising.“They should also avoid crossing flooding rivers and must not seek shelter under trees and weak infrastructures," he added Sharing is caring!
122	2019-01-18T05:41:41	Department of Climate Change and Meteorological Services has said the recent floods which wrecked havoc in Lilongwe can be attributed to human activities which could be avoided.Chief Agriculture Meteorologist, Adams Chavula said the recent floods which occurred in Mchesi, Kawale and Chipasula in Lilongwe were man-made and that the city council could be blamed for not taking preventive measures before hand.Chavula, therefore, advised all city and district councils to take preventive measures like abiding by by-laws when allocating land to citizens to avoid recurrence of disasters.“Lilongwe City Council, other cities and district councils should strive to have good drainage systems to avoid recurrence of floods like those that were recently experienced in Lilongwe," he said.Earlier this month, there were floods in Lilongwe.According to the Department of Disaster Management Affairs (DoDMA), Area 47, Kawale and Mchesi were among the most affected areas where a number of people were affected leaving some homeless and without food.“Our land has been highly affected by man’s own making, there is environmental degradation and what makes it more complicated is the issue of poor drainage systems.“Our city and district councils are doing less to ensure there are better drainage systems around cities and our communities," Chavula said.He said the meteorological department has evaluated the Lilongwe floods and established that the floods occurred due to poor drainage systems in the city, environmental degradation and the city council’s failure to allocate proper land to its residents, among other factors.“I would like to advise the city and district councils in the country to make sure they construct good drainage systems in their various cities and districts besides civic educating the citizens about the dangers of environmental degradation and its impact on the economy.“Local councils also need to abide by land by-laws when allocating land. People should avoid building houses along the river banks," Chavula said.He observed that if it were not for environmental degradation and poor drainage systems, the Lilongwe floods could have been avoided.Recently, a resident of Chipasula, 70 year old William Mazoni who was affected by the recent floods told Mana people had cut the trees that Lilongwe City Council planted along some parts of Chipasula River and had settled in places the city declared not habitable Sharing is caring!
123	2019-03-13T10:41:52	Malawi Congress Party (MCP) presidential running mate in the 21 May 2019 watershed election, Sidik Mia —renowned for his charity work –  has now gone flat out to help people who have been adversely affected by floods in Shire Valley.“The floods this year caught us (Malawi) off-guard. However, on our part as Sidik Mia Foundation, our charity machinery has been activated and we have started giving help to those who have been affected.“I will visit four affected areas here in Chikwawa and later in the afternoon, I will descend to Nsanje for the same exercise," said Mia at Kulima village in Chikwawa—the first place for the exercise where he distributed maize flour (Ufa) and cow peas to the affected people.Quizzed if he is doing it out of politics, Mia said helping people is his way of life.“Are you a stranger in Shire Valley and in our country," queried Mia adding “charity is part of my life. It is in my DNA and this is why we have Sidik Mia Foundation…it is a charitable organization."Politically, state controlled Malawi Broadcasting Corporation (MBC TV) in its bulletin news  carried comments from Lyson Sibande, a pro-government commentator who  attacked the opposition MCP and  Mia for holding celebrations, referring to the launch of the party Manifesto in Lilongwe, over the weekend.According to Sibande, MCP and Mia were insensitive to hold the Manifesto launch when a cross section of the people were affected by floods.Mia downplayed the accusation as cheap political propaganda.“Information about the extent of the damage was trickling in on the eve and during the launch of our Manifesto such that our president, Dr Lazarus Chakwera, directed during the Manifesto launch that we fundraise to help those affected by the floods. Over 5 million kwacha was realized—within minutes—following that plea on that day, is this what they are calling being “insensitive" to the plight of flood victims?" countered Mia.Mia said MCP is now “focused, organized and united" to win the May 21 watershed election Sharing is caring!
124	2019-01-12T15:16:44	Minister of Transport and Public Works, Jappie Mhango, has said is dissappointed with compromised quality over the Mchesi Bridge in the capital Lilongwe that got washed away by heavy rains two days ago.Mhango, who toured the place on Friday, said the new bridge is very far from reaching its life span.According to Mhango, government will have to question the contractor on why it came up with shoddy work.“We can’t afford to compromise quality. We will have to take the contractor to task for poor workmanship. This is taxpayers’ money, and it has to be seriously accounted for," said Mhango.Nyasa Times understands that Sawa Group—one of the companies that have received numerous construction projects—was contracted to do the job.Mhango said his ministry will go around the country to check construction projects that are not up to it.“Where some of these projects are failing we will have to revise for purposes of re-awarding other contracts in the future," he said.A heavy downpour that lasted three hours wrecked havoc in  some parts of Lilongwe such as Biwi, Kawale, Area 36, Kaliyeka and Chipasula.An assessment by the department of disasters and preparedness indicates that at least two people are missing and that 176 households have been affected.Minister of Homeland Security, Nicholas Dausi, visited the areas and pledged speedy support from government.Sawa Group, a company which has connections to the corridors of power, constructed the multi-million bridge which only lasted a few months and got washed away during the flooding.“The works were shoddy. When we hire a contractor, we expect high standards, we expect high quality work within the specified period and budget," said Mhango.He said this was not the case with the Kawale-Mchesi bridge, saying the contractor will have to work on it again.“The advantage is that we are in a period when the contractor is responsible for what happens to the bridge," said Mhango.Some Malawians on social media are blaming the ruling Democratic Progressive Party (DPP) for shoddy construction works on most projects as the party wants to deliver its campaign promises of 2014 before the May 21 highly contentious tripartite elections which are due in just three months’ time Sharing is caring!
125	2019-03-24T00:12:46	President  Peter Mutharika has promised Malawians that government would construct more dykes in flood prone areas to avoid reoccurrence of disasters.He was speaking on Saturday at Nyambadwe Primary School ground when he donated various items to people affected by disaster.Mutharika said the recent floods were as a result of climate change, hence the need for more and long lasting dykes.“Since the floods occurred, my government has been looking for a solution to end such effects of climate change and one such idea is the construction of dykes across the districts to avoid a repeat of such incidents," the President said.He commended the South African government which  has deployed a 25-member medical team to support Malawi in treating people affected by floods.The team arrived on Saturday through Chileka International Airport in Blantyre and has so far treated people in Chikwawa District, one of the worst hit.The team is also transporting humanitarian support to hard-to-reach areas using their helicopter.Mutharika expressed his gratitude towards the Chinese and American Government for the support rendered to Malawi in supporting affected households.The President said government would continue rendering more support to all flood victims in the country, citing relief food that will be distributed in the next three months until people recover from the tragedy.“I and the First Lady, we will donate our personal money and 1, 000 blankets to some flood victims any day from today," he promised adding that, “In fact, the consignment has already arrived at Sanjika Palace."Mutharika assured affected households that government would ensure that all those who were left homeless with the floods benefit from the Decent and Affordable Housing Subsidy Programme popularly known as Malata and Cement Subsidy.The Malawi leader  sent his heartfelt condolences to families who have lost their loved ones in the recent road accident which happened at Linthipe in Dedza on Saturday as well as at Kampepuza open market in Ntcheu on Friday by ordering a minute of silence in honour of the departed souls.One of the floods survives in Ndirande, who lost a child; Maria Chikaphonya thanked the President and the First Lady for their support. Blantyre City Council Chief Executive Officer, Alfred Chanza said more than 52, 000 people have been affected in Blantyre City alone. Among the items donated by the President in Ndirande included rice, blankets, maize flour, buckets, salt and plastic sheets.President Mutharika declared a State of National Disaster following the disaster that hit hard 15 of the country’s 28 districts and killed 56 people in the country. The number of affected districts has since reached 17 Sharing is caring!
126	2019-03-17T10:13:23	President Peter Mutharika has reaffirmed government’s commitment to ensuring that all people displaced by devastating rains return to their normal life and continue with their routine activities for their livelihood improvement.Mutharika was speaking on Saturday at Mileme Primary School evacuation camp in the area of Traditional Authority Jenala in Phalombe when he visited and cheered households displaced by floods following the continuous rains experienced last week.He said government remains committed to improve people’s living conditions including those affected by natural disasters by instituting various social protection programmes such as enlisting affected households in public works and social cash transfer programmes, among others.“We will do everything possible to ensure lives of people that have been affected by the floods return to normal," Mutharika said.Mutharika said he has since directed the Ministry of Lands, Housing and Urban Development to take on board all people whose houses were destroyed by the disaster under the Decent and Affordable Housing Subsidy Programme, popularly known as the Cement and Malata Subsidy.The president, however, asked people to render support to people affected by the floods with the little available resources in community in the spirit of patriotism considering that Malawi was well known as the Warm Heart of Africa.He deplored gender based violence which is mostly perpetrated by men.On killings and abductions of people with albinism, Mutharika said government is determined to deal with the problem once and for all, saying the United Nations had deployed a team of experts to assist in investigating the issue, besides instituting a Commission of Enquiry.“Government is doing its best to come to the bottom of the problem. The commission that we’ve swore-in this week is composed of highly respected people headed by a Judge of the Supreme Court of Appeal," he said.“But there are some misguided people who are busy undermining government efforts to deal with the problem," he said. “We should take politics out of the issue of albinos."The Malawian leader, therefore, thanked the governments of South Africa and America for responding to government’s call immediately when the disaster was declared a state of emergency.“The US Government has supported Malawi in its humanitarian efforts with K146 million while South Africa has sent a team of rescue experts. This kind of bilateral cooperation needs to be commended," he added.District Commissioner for Phalombe, Memory Kaleso said the disaster left one child dead and 18 others injured with most of the affected losing household property, including food.However, Kaleso said the council was grateful to Malawi Red Cross Society and Sawa Group, the Indian Community and Bilal Trust for responding swiftly to the call by government on the emergency.“Classes have been disrupted because; either the children have lost their learning materials to the floods or classrooms have been occupied by people displaced by the same," Kaleso said.At least 21, 870 households representing 96, 026 people have been affected by the floods in Phalombe district alone.Traditional Authority Jenala said the displaced people were living in deplorable conditions with sanitation and hygiene compromised. He said the stormy rains have also destroyed crops thereby increasing people’s vulnerability to hunger.He described Mutharika as a considerate and passionate leader, noting that by cutting short his official visit to the north was clear demonstration of his concern for the welfare of all Malawians Sharing is caring!
127	2019-03-15T11:30:11	President  Peter Mutharika has said the the Decent and Affordable Housing (Cement and Malata) Subsidy Programme (DAHSP)  will consider every household affected by the recent disaster in the affected 10 districts.Mutharika said this Thursday at Namatamba Primary School in Traditional Authority Mwambo in Zomba district where he cheered and interacted with victims of persistent rains that destroyed houses in the area.The Malawi leader said the program will provide cement and iron sheets to the affected households to ensure they are able to rebuild their houses in time.He  then warned Malawians against killing people with albinism, saying it was inhuman.Mutharika  added that government had out-sourced services of experts to investigate the issue thoroughly so that it is brought to an end forthwith.Speaking earlier, Minister of Homeland Security, Nicholas Dausi said government has an obligation to rush to the assistance of its citizenry in time with relief items.He said that was the reason the President decided to cut short his official government business in the north the moment he heard that Southern Region was experiencing persistent rains.Dausi then condemned opposition political parties for concentrating on politics in time of disaster like the one the southern region experienced.The recent disaster has resulted in Zomba District council commissioning 54 evacuation centres where 3,571 families are being sheltered.According to the Department of Disaster Management Affairs (DoDMA), as of Tuesday, March 12, 2019, 56 deaths and 577 injuries were recorded. Three people were missing.Zomba alone recorded four deaths in Traditional Authority Chikowi and two from Traditional Authority Malemia.During the function, President Mutharika made a symbolic presentation of relief items to some of the affected people.The State President has already visited Balaka, Mangochi and Machinga where he cheered and interacted with victims of the heavy and destructive rains Sharing is caring!
128	2019-03-20T15:07:50	President Peter Mutharika on Wednesday March 20 2019 visited Molele in Thyolo district to comfort people affected by heavy rains and flooding.Mutharika met flood victimsat Molele Primary School in Traditional Authority (T/A) Changata’s area in the district.Up to 91 077 people lost their houses and property in Thyolo district in the disaster that left eight people dead, 25 others injured and 59 000 hectors  of farmland and crops washed away.On Tuesday, Mutharika has ordered responsible Ministries to extend the Social Cash Transfer and the Decent and Affordable Housing Programme to victims of disasters.The President made the call when he cheered flood victims at Chikuse camp in Chikwawa District on Monday afternoon.Mutharika said he was aware of the extent to which the disasters affected the people in the country and directed that the heavily affected victims be provided with decent housing and some cash through social cash transfer programme which would help them in their daily living.“I have instructed Ministry of Lands, Housing and Urban Development so that the housing subsidy programme be extended. Not only that but also the Social Cash Transfer to reach out to the most affected families so that they have something in hand for the period they are rebuilding their lives," he said.The President said that he understood that some people died while others lost property when the disasters happened and told the people who gathered at Chikuse camp that his government would try its best to help them all.“In areas where need be, we will construct dykes so that we don’t have this problem again. Let me assure you that nobody will die of hunger as a result of the floods," he added.Mutharika said his government would continue providing necessary support to all the affected people.Paramount Chief Lundu said the disasters affected almost each and every Traditional Authority (TA) in the district.He hailed President Mutharika for postponing the programmes he was supposed to carry out in the north saying such a gesture expressed the solidarity the President has with the disaster victims.“While other people were busy dining and having wine in the capital Lilongwe when the disasters struck, you called off all your official duties to be with the affected families.“Your presence today has brought joy and happiness in these people. We also appreciate your usual support especially with the relief items you have brought to the people," Lundu pointed out.He said people in the camps needed more support that includes medication for fear of some waterborne diseases and malaria Sharing is caring!
129	2019-03-19T10:43:46	President Peter Mutharika has warned of tough action against those who will be found involved in stealing relief items meant for disaster victims.The President sounded the warning on Monday when he visited flood victims currently staying at Chikuse Camp around Nchalo in Chikwawa District.Mutharika said he was aware that some ill-minded people were busy stealing and hiding relief items meant for the flood victims, saying severe action would be taken on them.“Let me warn all of you who are trying to steal from the disaster-affected people. I know some people are busy hiding the relief items while others are putting their relations on the beneficiary list.“Let me tell you, that is bad and you will be punished for that. I will pin you down and serve a six-month jail term," said Mutharika.The President then called on all the affected families not to lose hope but have faith in government and God that all was well.Minister of Homeland Security, Honourable Nicholas Dausi urged chiefs to seriously conduct the distribution of relief items with transparency and accountability.“The President has ensured that each and every affected household gets assisted. May I request other nongovernmental organizations and other political parties to come together, this is the time when a lot of people need our help," said Dausi.On his part, Chikwawa District Commissioner, Lusizi Nhlane said the heavy rains that poured between March 5 and 10 March left scores of people stranded in the district.He said 53, 765 people were affected translating to 12, 755 households.“There are 56 child headed households in the camps, 5,210 female headed with 7,488 male headed households.“Chikwawa district has so far opened 34 camps for the disaster victims. As a district, we have lost nine people while two are still missing," said Nhlane Sharing is caring!
130	2019-04-17T06:43:02	National Bank of Malawi (NBM) plc has donated various items worth K20 million towards flash floods victims in the 12 districts affected by the recent Cyclone Idai.Minister of Homeland Security Nicholus Dausi on Tuesday received the items in Blantyre on behalf of the Department of Disaster Management Affairs (Dodma) which falls under his ministry.NBM General Manager and Head of Wholesale Banking Harold Jiya said NBM being ‘The Bank of the Nation’, it was shocked with the loss of lives, property and livelihood following the disaster last month.“We immediately started the process of procuring relief items to assist those that were rendered homeless," said Jiya.He said the items that the bank was donating were for the people affected by the floods in Dedza, Mangochi and Neno. The items, whose value is K20 million, consists of maize flour, Soya pieces, water buckets, plastic sheets and tarpaulins, blankets and note books.“We hope these will assist the victims to recovery in one way or another and go back to development," said Jiya.A concerned member of staff also donated some clothes to help the floods victims and these too were received by Dausi.In his remarks, Dausi thanked NBM plc for the gesture saying the items will go a long way in helping the flood victims get back to their lives again.“We thank National Bank for this donation and we are asking other banks to emulate this example. We are trying to tell the victims to go back to their lives after the devastating floods and these items will help them," said Dausi.The floods in March killed 60 people and destroyed property and displaced thousands of people which led to President Peter Mutharika to declare a state of natural disaster Sharing is caring!
131	2019-03-28T12:45:26	By Feston Malekezo:Some 12,000 babies are expected to be born from 230,000 women who are living in designated camps hosting floods victims in the country, Department of Disaster Management Affairs (Dodma) and United Nations joint report says.The report released on Sunday warns that the women face challenges to access health centres and district hospitals, with one maternal death reported so far.“Based on the number of people affected, UNFPA estimates 23,000 women of childbearing age and about 12,000 expected deliveries.“Pregnant women are delivering in the camps with unskilled birth attendants. Four complicated cases have, so far, been reported. Health facilities are far from each other and the flooded roads are impassable to access health care services.United Nations Population Fund (UNFPA) is working with district health offices to distribute condoms to the camps.“UNFPA is also working with the Ministry of Health and Population- Reproductive Health Directorate to facilitate a comprehensive assessment of the capacity of health facilities to provide safe deliveries. This assessment will start as early as next week," the report reads in part.The report says health workers have also been displaced, creating a situation of non-availability of staff to provide services.Apparently, the report says disease surveillance was strengthened by training 300 health workers out of the targeted 600 deployed to Phalombe, Balaka, Blantyre, Machinga, Mangochi and Chikwawa districts.Ministry of Health has, so far, distributed 107,500 mosquito nets to the camps from the surplus of the 2018 Mass Net Distribution Campaign.At least 15 districts were affected by the floods rendering about 868,895 destitute and 173 camps have been created to house the victims.A vibrant writer who gives a great insight on hot topics and issuesExpect more floods—Met.
